Reg_ID,State,District,Vehicle_Type,Manufacturer,Model,Price,Battery_Capacity,Range_KM,Registration_Date
24240,Maharashtra,District-25,2W,Ola Electric,Model-4,95104,53,436,2025-09-21
24241,Gujarat,District-10,2W,Ola Electric,Model-17,108373,9,338,2025-12-25
24242,Maharashtra,District-34,3W,Kinetic,Model-7,333454,23,163,2024-11-17
24243,Karnataka,District-16,Cargo,Euler,Model-17,261437,18,428,2025-06-30
24244,Maharashtra,District-9,2W,TVS,Model-10,115005,18,270,2023-09-30
24245,Telangana,District-14,Cargo,Euler,Model-6,454156,23,482,2024-09-25
24246,Kerala,District-24,2W,Ola Electric,Model-6,175048,13,185,2025-05-05
24247,Delhi,District-42,2W,TVS,Model-2,94697,27,103,2023-11-27
24248,Maharashtra,District-14,2W,Bajaj,Model-15,155602,14,217,2025-05-05
24249,Maharashtra,District-48,2W,Ola Electric,Model-1,145090,11,58,2023-04-08
24250,Maharashtra,District-20,2W,Ather,Model-12,168705,24,484,2025-01-14
24251,Gujarat,District-33,2W,Ather,Model-2,132958,3,364,2025-10-30
24252,Karnataka,District-39,2W,TVS,Model-19,145123,23,289,2023-05-03
24253,Gujarat,District-10,4W,Hyundai,Model-10,1319434,12,163,2024-01-19
24254,Karnataka,District-9,Cargo,Tata Ace EV,Model-6,278593,2,375,2023-03-30
24255,Delhi,District-13,4W,Tata,Model-6,1052763,45,60,2025-07-11
24256,Karnataka,District-23,3W,Kinetic,Model-7,274095,36,371,2023-11-25
24257,Karnataka,District-8,4W,Hyundai,Model-13,1984239,55,371,2024-08-09
24258,Kerala,District-5,2W,Ather,Model-1,166213,59,88,2023-08-07
24259,Maharashtra,District-50,2W,Bajaj,Model-13,102824,34,238,2023-04-04
24260,Karnataka,District-42,2W,Ather,Model-6,146097,27,444,2025-11-13
24261,Gujarat,District-21,2W,TVS,Model-20,90824,52,202,2025-05-19
24262,Maharashtra,District-10,2W,Bajaj,Model-12,153608,10,242,2023-12-21
24263,Gujarat,District-19,2W,Bajaj,Model-15,126972,7,192,2024-01-05
24264,Delhi,District-48,3W,Kinetic,Model-7,300732,48,203,2025-06-12
24265,Maharashtra,District-37,4W,Tata,Model-9,818487,23,459,2024-11-28
24266,Haryana,District-29,4W,Mahindra,Model-20,1915932,60,572,2025-07-15
24267,Gujarat,District-33,2W,Bajaj,Model-1,161858,5,117,2025-11-12
24268,Uttar Pradesh,District-48,2W,TVS,Model-7,142484,42,75,2023-11-29
24269,Uttar Pradesh,District-32,3W,Piaggio,Model-10,238996,5,185,2025-12-24
24270,Maharashtra,District-20,2W,Ather,Model-16,91633,26,574,2025-05-17
24271,Delhi,District-31,2W,TVS,Model-2,146821,11,267,2024-09-04
24272,Telangana,District-44,2W,Ola Electric,Model-15,148306,15,352,2025-02-27
24273,Karnataka,District-32,4W,Hyundai,Model-11,1988402,10,383,2024-09-10
24274,Gujarat,District-45,2W,Ola Electric,Model-7,114472,48,424,2023-11-09
24275,Maharashtra,District-34,2W,Ola Electric,Model-15,106929,56,142,2023-09-21
24276,Maharashtra,District-44,Cargo,Euler,Model-1,357692,39,327,2024-11-15
24277,Tamil Nadu,District-3,Cargo,Tata Ace EV,Model-20,435544,50,67,2023-12-27
24278,Maharashtra,District-21,3W,Piaggio,Model-20,339378,13,260,2023-12-18
24279,Karnataka,District-25,2W,Ola Electric,Model-13,138333,52,320,2025-04-12
24280,Rajasthan,District-12,2W,Ola Electric,Model-9,149100,54,405,2023-08-08
24281,Kerala,District-6,3W,Kinetic,Model-17,341980,60,538,2023-07-23
24282,Kerala,District-19,4W,MG,Model-11,1810002,15,48,2024-03-28
24283,Kerala,District-42,2W,Ola Electric,Model-13,128843,52,296,2025-05-08
24284,Karnataka,District-3,2W,Ather,Model-4,163556,54,299,2024-12-15
24285,Karnataka,District-48,3W,Kinetic,Model-11,208351,5,212,2023-06-02
24286,Gujarat,District-41,3W,Kinetic,Model-9,262587,59,286,2024-12-07
24287,Karnataka,District-36,4W,Tata,Model-16,1681787,31,546,2023-08-24
24288,Maharashtra,District-27,2W,Ola Electric,Model-11,115622,32,117,2023-07-31
24289,Delhi,District-2,4W,Mahindra,Model-7,1144956,4,582,2024-06-09
24290,Haryana,District-29,4W,Tata,Model-18,1574911,35,179,2023-08-03
24291,Rajasthan,District-39,2W,TVS,Model-2,145419,22,146,2024-04-26
24292,Gujarat,District-6,4W,Mahindra,Model-6,1859128,13,500,2024-07-05
24293,Karnataka,District-1,Cargo,Euler,Model-4,251245,33,261,2024-06-17
24294,Kerala,District-48,2W,Ola Electric,Model-19,174881,49,412,2023-07-14
24295,Karnataka,District-40,2W,Ola Electric,Model-5,161746,13,574,2025-01-28
24296,Karnataka,District-27,4W,Tata,Model-19,874542,51,507,2025-08-09
24297,Maharashtra,District-26,2W,Ola Electric,Model-8,178226,44,393,2023-07-24
24298,Maharashtra,District-18,3W,Kinetic,Model-5,302473,42,598,2023-11-11
24299,Uttar Pradesh,District-49,4W,Mahindra,Model-3,1338769,52,298,2024-01-07
24300,Maharashtra,District-8,2W,TVS,Model-15,105917,45,390,2024-05-01
24301,Kerala,District-32,3W,Kinetic,Model-7,273757,32,95,2025-02-05
24302,Delhi,District-6,2W,Ola Electric,Model-9,108692,6,464,2024-09-11
24303,Kerala,District-21,2W,TVS,Model-9,134929,8,311,2024-10-21
24304,Karnataka,District-6,4W,Mahindra,Model-5,1599843,10,300,2024-05-06
24305,Karnataka,District-45,4W,Tata,Model-14,1902672,22,40,2025-08-30
24306,Gujarat,District-7,3W,Piaggio,Model-14,325815,26,72,2023-01-11
24307,Karnataka,District-43,2W,Ather,Model-17,95728,51,142,2025-07-08
24308,Maharashtra,District-44,2W,Ola Electric,Model-6,178735,4,281,2024-06-24
24309,Maharashtra,District-12,4W,MG,Model-20,860511,49,355,2025-04-15
24310,Gujarat,District-46,4W,Tata,Model-5,1569155,14,188,2024-09-08
24311,Tamil Nadu,District-7,2W,TVS,Model-5,110572,58,564,2024-12-01
24312,Karnataka,District-6,2W,Bajaj,Model-3,173578,40,402,2025-03-01
24313,Karnataka,District-4,3W,Piaggio,Model-5,327779,17,444,2024-10-10
24314,Gujarat,District-39,3W,Mahindra,Model-18,310773,52,317,2025-06-16
24315,Delhi,District-19,2W,Ola Electric,Model-16,168513,44,543,2025-02-22
24316,Gujarat,District-24,2W,Bajaj,Model-10,147841,42,114,2023-03-15
24317,Gujarat,District-27,3W,Piaggio,Model-20,331102,35,555,2023-06-25
24318,Delhi,District-25,2W,TVS,Model-7,128529,2,323,2023-10-11
24319,Delhi,District-43,Cargo,Tata Ace EV,Model-17,253917,48,102,2024-12-18
24320,Karnataka,District-20,Bus,Ashok Leyland,Model-13,7272510,37,496,2024-04-19
24321,Uttar Pradesh,District-22,3W,Piaggio,Model-6,227304,46,165,2024-06-13
24322,Delhi,District-23,Bus,Ashok Leyland,Model-9,5592548,31,170,2024-10-01
24323,Maharashtra,District-26,2W,Ola Electric,Model-11,135195,55,232,2023-12-24
24324,Delhi,District-16,2W,Ola Electric,Model-4,160588,32,422,2023-04-21
24325,Maharashtra,District-10,3W,Mahindra,Model-9,226923,10,578,2025-05-05
24326,Delhi,District-41,2W,Bajaj,Model-4,92947,43,574,2023-04-12
24327,Tamil Nadu,District-13,2W,Ather,Model-12,128556,15,291,2023-11-20
24328,Karnataka,District-17,3W,Mahindra,Model-9,341336,49,226,2024-05-24
24329,Karnataka,District-38,2W,Ola Electric,Model-5,123867,36,556,2025-12-24
24330,Karnataka,District-3,2W,Bajaj,Model-16,160767,9,176,2023-07-19
24331,Maharashtra,District-29,4W,MG,Model-16,807829,8,273,2024-01-19
24332,Maharashtra,District-26,4W,Mahindra,Model-2,1595018,52,491,2025-11-30
24333,Delhi,District-16,2W,Ather,Model-1,116670,49,49,2023-03-15
24334,Delhi,District-48,2W,Ather,Model-8,164273,21,370,2025-06-13
24335,Karnataka,District-28,2W,Ola Electric,Model-12,167895,17,163,2024-10-21
24336,Gujarat,District-25,3W,Piaggio,Model-18,317501,36,503,2025-10-06
24337,Karnataka,District-22,2W,Ather,Model-8,115349,56,95,2023-10-26
24338,Tamil Nadu,District-46,2W,TVS,Model-15,166113,16,272,2025-12-31
24339,Gujarat,District-5,2W,Bajaj,Model-11,115612,51,584,2023-05-05
24340,Maharashtra,District-43,4W,Mahindra,Model-3,858635,27,191,2023-09-16
24341,Karnataka,District-44,2W,TVS,Model-9,171705,25,75,2024-07-20
24342,Uttar Pradesh,District-34,2W,Bajaj,Model-17,151333,22,284,2025-01-29
24343,Karnataka,District-49,4W,Tata,Model-5,1173434,7,581,2025-10-28
24344,Tamil Nadu,District-28,2W,Ola Electric,Model-5,119116,28,71,2024-09-29
24345,Kerala,District-2,2W,Ather,Model-11,107362,35,171,2023-01-01
24346,Gujarat,District-13,2W,Bajaj,Model-4,95266,20,293,2025-04-12
24347,Kerala,District-36,2W,Bajaj,Model-11,161810,2,362,2023-07-07
24348,Maharashtra,District-39,3W,Kinetic,Model-3,338789,38,368,2024-01-09
24349,Rajasthan,District-12,2W,Bajaj,Model-1,119307,56,424,2023-01-23
24350,Maharashtra,District-7,2W,Ola Electric,Model-16,152568,51,582,2024-01-09
24351,Tamil Nadu,District-20,3W,Kinetic,Model-3,339097,44,315,2025-01-29
24352,Karnataka,District-24,3W,Kinetic,Model-1,325500,17,507,2023-11-19
24353,Maharashtra,District-50,2W,TVS,Model-3,102876,6,90,2023-03-11
24354,Rajasthan,District-39,Cargo,Euler,Model-13,263513,12,284,2025-02-24
24355,Tamil Nadu,District-19,3W,Kinetic,Model-11,224338,34,472,2023-08-06
24356,Uttar Pradesh,District-21,2W,Bajaj,Model-15,90720,51,431,2024-01-18
24357,Maharashtra,District-13,Bus,Ashok Leyland,Model-9,4554309,7,185,2025-01-21
24358,Gujarat,District-19,2W,TVS,Model-15,162786,41,210,2023-11-17
24359,Maharashtra,District-15,2W,Ather,Model-5,165992,22,92,2024-10-16
24360,Gujarat,District-5,Cargo,Tata Ace EV,Model-10,463686,12,517,2024-11-29
24361,Delhi,District-25,3W,Mahindra,Model-11,282774,14,279,2025-04-15
24362,Karnataka,District-10,2W,Ola Electric,Model-5,114851,35,259,2025-10-18
24363,Delhi,District-29,2W,Ola Electric,Model-1,138718,59,300,2023-08-28
24364,Karnataka,District-4,2W,Ather,Model-2,140688,16,344,2025-01-09
24365,Maharashtra,District-36,Cargo,Euler,Model-6,452642,16,108,2025-02-15
24366,Maharashtra,District-18,3W,Mahindra,Model-14,282312,10,155,2025-04-30
24367,Karnataka,District-7,2W,Bajaj,Model-9,147439,24,113,2025-06-03
24368,Haryana,District-20,2W,Bajaj,Model-6,166885,10,510,2025-11-13
24369,Uttar Pradesh,District-48,2W,Ola Electric,Model-8,112435,57,76,2024-03-21
24370,Kerala,District-24,2W,Bajaj,Model-18,177735,15,115,2023-06-21
24371,Maharashtra,District-40,2W,Ather,Model-12,156171,44,566,2024-05-19
24372,Delhi,District-43,2W,Ola Electric,Model-3,90601,29,502,2025-10-29
24373,Maharashtra,District-15,2W,Bajaj,Model-17,104750,15,539,2025-12-15
24374,Kerala,District-44,2W,Ather,Model-1,177482,50,174,2023-10-09
24375,Tamil Nadu,District-6,2W,Bajaj,Model-1,133128,4,329,2024-11-28
24376,Tamil Nadu,District-6,2W,TVS,Model-20,115487,27,88,2023-06-22
24377,Delhi,District-24,2W,Bajaj,Model-11,109920,7,516,2024-09-04
24378,Maharashtra,District-26,3W,Piaggio,Model-8,227971,44,260,2023-01-26
24379,Delhi,District-46,2W,Bajaj,Model-9,142536,11,384,2024-01-12
24380,Rajasthan,District-22,2W,Ather,Model-16,162997,28,409,2024-09-21
24381,Maharashtra,District-7,2W,Ola Electric,Model-18,124882,39,189,2025-12-27
24382,Delhi,District-45,4W,Tata,Model-11,1649622,30,328,2024-08-17
24383,Delhi,District-24,3W,Mahindra,Model-17,284317,53,187,2024-08-13
24384,Gujarat,District-19,3W,Piaggio,Model-16,280922,38,377,2025-08-29
24385,Delhi,District-47,2W,Ola Electric,Model-6,126241,55,168,2025-01-09
24386,Tamil Nadu,District-47,3W,Piaggio,Model-8,252644,17,521,2023-02-13
24387,Gujarat,District-43,2W,Bajaj,Model-2,93439,3,153,2023-05-14
24388,Delhi,District-39,2W,Bajaj,Model-4,144782,20,487,2024-05-11
24389,Telangana,District-10,3W,Kinetic,Model-6,229053,39,80,2025-11-18
24390,Tamil Nadu,District-14,2W,Bajaj,Model-19,100195,39,229,2024-02-18
24391,Maharashtra,District-42,4W,Hyundai,Model-9,826464,23,97,2024-06-20
24392,Delhi,District-10,2W,TVS,Model-16,134876,20,223,2024-04-26
24393,Delhi,District-22,2W,Ather,Model-12,175184,31,450,2023-01-05
24394,Maharashtra,District-7,4W,Tata,Model-15,1681531,39,589,2023-02-08
24395,Gujarat,District-11,2W,Ola Electric,Model-3,112537,20,75,2023-03-21
24396,Rajasthan,District-8,4W,Mahindra,Model-17,1597375,17,597,2024-12-27
24397,Maharashtra,District-8,2W,Ather,Model-18,160720,36,284,2023-07-26
24398,Kerala,District-17,2W,Ola Electric,Model-7,174931,37,582,2024-12-16
24399,Gujarat,District-17,2W,TVS,Model-11,159872,30,165,2025-06-18
24400,Uttar Pradesh,District-38,4W,Mahindra,Model-19,1174843,9,231,2023-07-12
24401,Maharashtra,District-41,2W,Ola Electric,Model-4,153149,10,474,2024-07-15
24402,Delhi,District-35,2W,Ather,Model-3,120862,25,532,2025-02-07
24403,Karnataka,District-33,2W,Bajaj,Model-20,175984,8,262,2025-10-12
24404,Maharashtra,District-1,3W,Kinetic,Model-19,322973,26,455,2025-05-02
24405,Uttar Pradesh,District-31,2W,TVS,Model-8,149297,51,386,2023-04-04
24406,Maharashtra,District-46,3W,Mahindra,Model-13,269146,8,335,2023-12-22
24407,Maharashtra,District-38,4W,Hyundai,Model-5,844168,40,416,2023-02-17
24408,Maharashtra,District-29,Bus,Tata Motors,Model-5,3961805,44,120,2023-03-11
24409,Maharashtra,District-9,2W,Ather,Model-15,93380,38,235,2025-10-23
24410,Delhi,District-46,Cargo,Euler,Model-2,262112,15,244,2024-12-20
24411,Karnataka,District-7,3W,Kinetic,Model-8,268175,60,300,2024-03-13
24412,Karnataka,District-17,2W,TVS,Model-20,94325,33,592,2024-04-08
24413,Maharashtra,District-23,2W,Ola Electric,Model-3,114298,54,458,2024-07-22
24414,Rajasthan,District-26,4W,MG,Model-5,1136882,54,438,2023-07-28
24415,Uttar Pradesh,District-30,2W,Ola Electric,Model-7,172119,59,128,2025-03-28
24416,Delhi,District-41,3W,Kinetic,Model-1,201208,30,68,2024-05-31
24417,Karnataka,District-28,2W,Ather,Model-5,122367,15,467,2024-05-23
24418,Maharashtra,District-46,2W,Ather,Model-10,128683,2,549,2023-11-06
24419,Maharashtra,District-50,3W,Piaggio,Model-14,235373,2,367,2024-10-23
24420,Rajasthan,District-48,2W,Ather,Model-4,161064,27,581,2023-12-17
24421,Maharashtra,District-35,2W,Ola Electric,Model-1,178836,54,488,2024-08-03
24422,Maharashtra,District-33,3W,Mahindra,Model-7,234752,10,547,2024-10-11
24423,Maharashtra,District-26,2W,Ola Electric,Model-3,135832,5,596,2023-09-01
24424,Tamil Nadu,District-35,3W,Mahindra,Model-15,259492,14,393,2024-09-26
24425,Uttar Pradesh,District-34,Bus,Ashok Leyland,Model-10,6330798,23,234,2024-10-29
24426,Maharashtra,District-10,2W,Bajaj,Model-15,172054,5,267,2024-01-10
24427,Maharashtra,District-49,2W,TVS,Model-11,112487,57,278,2024-11-28
24428,Karnataka,District-28,4W,MG,Model-20,1434539,29,489,2023-01-04
24429,Tamil Nadu,District-29,2W,Bajaj,Model-18,172720,2,295,2025-02-27
24430,Tamil Nadu,District-19,2W,Bajaj,Model-10,98397,32,550,2025-12-10
24431,Tamil Nadu,District-27,2W,Ola Electric,Model-17,155551,3,171,2023-02-08
24432,Delhi,District-50,3W,Kinetic,Model-17,226232,33,229,2024-10-15
24433,Haryana,District-25,2W,Bajaj,Model-5,158279,41,562,2025-03-24
24434,Maharashtra,District-19,4W,Mahindra,Model-19,1603312,57,246,2023-12-30
24435,Karnataka,District-37,2W,Bajaj,Model-9,151832,21,71,2023-03-09
24436,Rajasthan,District-32,2W,TVS,Model-20,100598,4,588,2023-02-02
24437,Tamil Nadu,District-45,Cargo,Tata Ace EV,Model-18,321095,43,100,2024-01-27
24438,Maharashtra,District-25,Bus,Ashok Leyland,Model-10,8758963,43,369,2023-03-20
24439,Maharashtra,District-10,2W,Ola Electric,Model-9,143955,20,45,2023-11-15
24440,Tamil Nadu,District-40,3W,Piaggio,Model-1,349093,30,90,2025-05-07
24441,Tamil Nadu,District-49,2W,Ola Electric,Model-6,121749,19,492,2024-02-20
24442,Karnataka,District-34,2W,TVS,Model-9,159832,37,363,2023-08-05
24443,Maharashtra,District-32,2W,Ather,Model-10,144298,45,558,2023-01-22
24444,Maharashtra,District-35,4W,Tata,Model-14,956005,36,379,2023-07-10
24445,Gujarat,District-37,3W,Kinetic,Model-2,204630,40,296,2023-09-13
24446,Maharashtra,District-5,3W,Mahindra,Model-20,269135,46,128,2024-08-12
24447,Tamil Nadu,District-47,Bus,Tata Motors,Model-5,4768386,30,78,2024-07-04
24448,Delhi,District-24,4W,Mahindra,Model-5,1769178,44,115,2023-02-25
24449,Kerala,District-48,2W,Ather,Model-15,173639,51,588,2024-03-29
24450,Karnataka,District-8,2W,Ather,Model-18,164967,11,438,2024-09-05
24451,Gujarat,District-25,4W,Hyundai,Model-19,1691354,7,138,2023-03-27
24452,Gujarat,District-7,2W,Bajaj,Model-13,146155,47,339,2025-12-23
24453,Telangana,District-15,3W,Piaggio,Model-13,339566,21,424,2024-10-17
24454,Maharashtra,District-3,4W,Mahindra,Model-20,1283065,21,51,2025-05-22
24455,Maharashtra,District-44,3W,Mahindra,Model-4,316649,2,396,2025-02-04
24456,Kerala,District-13,2W,Bajaj,Model-12,152503,24,229,2023-09-10
24457,Tamil Nadu,District-40,2W,TVS,Model-14,118620,28,295,2025-07-17
24458,Haryana,District-45,4W,Tata,Model-8,1493448,3,491,2025-01-07
24459,Gujarat,District-4,2W,Bajaj,Model-13,118827,56,78,2023-09-25
24460,Gujarat,District-47,4W,Mahindra,Model-7,1406938,45,85,2025-12-14
24461,Maharashtra,District-37,4W,Hyundai,Model-18,1597557,36,337,2025-02-06
24462,Gujarat,District-1,2W,Ola Electric,Model-8,152933,40,425,2023-01-18
24463,Tamil Nadu,District-32,2W,Ather,Model-19,116118,59,540,2025-08-15
24464,Tamil Nadu,District-2,2W,TVS,Model-8,129438,11,214,2023-03-01
24465,Tamil Nadu,District-46,4W,MG,Model-2,1440074,59,239,2023-06-17
24466,Uttar Pradesh,District-23,2W,Ather,Model-3,155511,50,428,2023-08-02
24467,Delhi,District-22,Cargo,Euler,Model-19,252758,53,487,2023-06-06
24468,Rajasthan,District-6,4W,Hyundai,Model-2,1997586,46,192,2025-07-27
24469,Tamil Nadu,District-49,3W,Kinetic,Model-11,328517,38,88,2023-08-26
24470,Rajasthan,District-23,2W,Ola Electric,Model-10,104790,23,436,2025-05-10
24471,Maharashtra,District-25,2W,TVS,Model-8,121073,34,421,2023-04-16
24472,Maharashtra,District-5,3W,Mahindra,Model-12,300957,58,323,2024-12-29
24473,Delhi,District-38,Bus,Tata Motors,Model-13,3880301,9,101,2024-01-27
24474,Karnataka,District-50,2W,Ather,Model-11,113313,14,562,2025-06-19
24475,Maharashtra,District-37,3W,Piaggio,Model-9,279337,21,522,2023-04-04
24476,Maharashtra,District-15,2W,Bajaj,Model-15,125470,30,513,2025-08-31
24477,Karnataka,District-13,3W,Kinetic,Model-11,219847,38,273,2025-06-26
24478,Kerala,District-32,2W,Ola Electric,Model-7,151912,51,382,2025-04-29
24479,Tamil Nadu,District-10,2W,Bajaj,Model-20,163585,30,409,2023-02-11
24480,Maharashtra,District-44,2W,Ather,Model-16,132113,25,67,2024-10-25
24481,Tamil Nadu,District-37,2W,TVS,Model-6,99481,34,551,2025-06-29
24482,Kerala,District-7,2W,Ather,Model-2,130830,45,141,2024-04-01
24483,Delhi,District-28,3W,Mahindra,Model-10,296012,39,112,2024-06-15
24484,Tamil Nadu,District-15,3W,Kinetic,Model-14,318384,25,471,2025-02-23
24485,Maharashtra,District-29,4W,Hyundai,Model-8,1883776,34,114,2024-09-14
24486,Rajasthan,District-11,3W,Kinetic,Model-15,279492,60,290,2024-04-16
24487,Gujarat,District-3,3W,Mahindra,Model-5,277378,12,248,2025-11-10
24488,Haryana,District-6,2W,Ola Electric,Model-1,179387,51,187,2025-06-24
24489,Karnataka,District-21,2W,Ola Electric,Model-6,91224,17,229,2023-03-15
24490,Gujarat,District-15,4W,Hyundai,Model-7,915610,58,305,2023-09-07
24491,Haryana,District-23,2W,Bajaj,Model-15,141314,56,126,2023-10-20
24492,Karnataka,District-46,2W,Bajaj,Model-4,94756,39,474,2023-11-30
24493,Uttar Pradesh,District-42,2W,Bajaj,Model-10,119381,48,51,2025-03-31
24494,Gujarat,District-26,2W,Bajaj,Model-18,160046,18,110,2025-10-26
24495,Delhi,District-7,2W,TVS,Model-18,121337,50,349,2024-08-26
24496,Karnataka,District-5,2W,Bajaj,Model-7,154318,20,317,2024-09-22
24497,Delhi,District-36,2W,TVS,Model-2,134473,7,376,2023-07-28
24498,Maharashtra,District-9,3W,Kinetic,Model-13,238579,21,79,2023-11-28
24499,Karnataka,District-10,2W,TVS,Model-20,111837,39,228,2025-05-01
24500,Maharashtra,District-37,2W,TVS,Model-17,109316,42,551,2023-08-30
24501,Uttar Pradesh,District-16,4W,Tata,Model-10,1002428,40,494,2025-11-28
24502,Delhi,District-23,2W,Bajaj,Model-18,176827,2,389,2023-04-09
24503,Tamil Nadu,District-35,3W,Piaggio,Model-11,328927,7,476,2023-07-26
24504,Telangana,District-17,3W,Kinetic,Model-11,206891,40,88,2025-04-12
24505,Delhi,District-28,2W,TVS,Model-5,110786,41,374,2023-11-02
24506,Kerala,District-24,2W,Ather,Model-17,157756,23,177,2025-10-03
24507,Karnataka,District-8,2W,Bajaj,Model-20,105083,47,568,2023-03-04
24508,Delhi,District-7,3W,Piaggio,Model-3,221276,55,556,2023-05-23
24509,Karnataka,District-30,2W,TVS,Model-10,139264,34,172,2024-03-22
24510,Delhi,District-47,2W,Ather,Model-19,107418,60,376,2025-01-06
24511,Karnataka,District-7,3W,Piaggio,Model-12,270974,53,490,2024-04-18
24512,Karnataka,District-27,2W,Bajaj,Model-10,105750,18,203,2025-09-11
24513,Delhi,District-19,2W,Bajaj,Model-4,174399,31,53,2024-09-11
24514,Maharashtra,District-31,3W,Mahindra,Model-20,253313,13,196,2023-07-24
24515,Tamil Nadu,District-47,3W,Mahindra,Model-11,202165,23,147,2025-09-10
24516,Rajasthan,District-48,3W,Kinetic,Model-16,217187,57,396,2024-12-14
24517,Haryana,District-20,3W,Mahindra,Model-15,266470,6,228,2023-04-26
24518,Tamil Nadu,District-34,Bus,Ashok Leyland,Model-11,8114309,42,110,2025-08-12
24519,Tamil Nadu,District-2,2W,Bajaj,Model-19,159743,17,146,2025-03-28
24520,Maharashtra,District-25,3W,Mahindra,Model-12,289010,21,525,2023-10-21
24521,Delhi,District-25,2W,TVS,Model-3,166339,11,444,2024-07-29
24522,Delhi,District-39,2W,TVS,Model-20,129356,22,389,2023-05-14
24523,Maharashtra,District-8,Cargo,Tata Ace EV,Model-1,343828,41,180,2023-02-20
24524,Delhi,District-5,2W,TVS,Model-18,142164,50,448,2023-05-15
24525,Maharashtra,District-25,4W,Tata,Model-3,1851287,53,505,2024-09-27
24526,Delhi,District-37,2W,Ather,Model-11,149555,32,91,2025-01-01
24527,Rajasthan,District-41,2W,Ola Electric,Model-20,138228,24,290,2023-11-21
24528,Delhi,District-36,2W,Bajaj,Model-20,138557,4,110,2024-07-12
24529,Gujarat,District-12,2W,TVS,Model-7,151557,24,374,2025-11-08
24530,Delhi,District-50,Bus,Ashok Leyland,Model-16,3084756,55,559,2023-10-12
24531,Kerala,District-9,2W,Bajaj,Model-17,108712,38,240,2025-03-09
24532,Delhi,District-12,2W,Ather,Model-14,179748,13,546,2023-10-04
24533,Karnataka,District-44,2W,Ola Electric,Model-11,148211,21,396,2023-11-07
24534,Maharashtra,District-17,2W,Ola Electric,Model-14,174764,54,270,2025-02-20
24535,Gujarat,District-37,2W,Bajaj,Model-1,114545,13,561,2023-03-25
24536,Rajasthan,District-37,2W,TVS,Model-19,96718,40,93,2023-01-28
24537,Karnataka,District-12,2W,Ola Electric,Model-12,114393,17,216,2024-05-11
24538,Uttar Pradesh,District-30,2W,Bajaj,Model-18,110900,18,528,2025-11-15
24539,Maharashtra,District-30,2W,Ather,Model-11,164720,33,148,2024-06-03
24540,Maharashtra,District-35,2W,Ather,Model-17,132354,21,232,2025-06-25
24541,Maharashtra,District-18,3W,Kinetic,Model-2,317826,35,370,2024-07-01
24542,Delhi,District-14,Bus,Tata Motors,Model-6,6067717,51,128,2024-04-09
24543,Tamil Nadu,District-28,2W,Ather,Model-2,172208,36,431,2025-08-10
24544,Gujarat,District-38,2W,Ather,Model-10,96609,18,402,2024-08-03
24545,Tamil Nadu,District-31,2W,Ola Electric,Model-15,105430,19,421,2023-08-03
24546,Tamil Nadu,District-29,2W,Ola Electric,Model-11,107529,37,518,2024-03-08
24547,Karnataka,District-7,4W,Hyundai,Model-10,1655890,25,549,2023-09-16
24548,Karnataka,District-6,3W,Mahindra,Model-12,328206,8,63,2023-07-13
24549,Karnataka,District-8,2W,Ola Electric,Model-2,177148,16,470,2025-08-08
24550,Karnataka,District-44,2W,TVS,Model-6,126975,51,440,2024-07-28
24551,Tamil Nadu,District-36,2W,Bajaj,Model-10,97126,56,504,2024-06-20
24552,Uttar Pradesh,District-23,2W,TVS,Model-11,164358,16,206,2023-12-20
24553,Tamil Nadu,District-9,2W,Ola Electric,Model-1,153734,35,152,2025-12-26
24554,Karnataka,District-45,Bus,Ashok Leyland,Model-18,8225608,48,490,2025-05-06
24555,Kerala,District-30,2W,Ola Electric,Model-15,131476,20,520,2023-11-14
24556,Maharashtra,District-28,2W,Bajaj,Model-17,177557,39,414,2023-12-15
24557,Karnataka,District-13,3W,Piaggio,Model-9,307077,34,237,2025-07-21
24558,Gujarat,District-9,3W,Mahindra,Model-7,319838,7,583,2024-04-19
24559,Karnataka,District-42,Cargo,Tata Ace EV,Model-2,334599,12,457,2025-03-14
24560,Tamil Nadu,District-44,2W,Ola Electric,Model-20,155111,42,122,2023-06-25
24561,Maharashtra,District-21,2W,Ather,Model-12,177356,18,401,2024-06-06
24562,Karnataka,District-14,3W,Mahindra,Model-19,210673,39,533,2023-06-07
24563,Rajasthan,District-30,2W,Ather,Model-3,135475,18,464,2024-10-23
24564,Maharashtra,District-48,3W,Piaggio,Model-1,258992,24,228,2024-03-15
24565,Rajasthan,District-42,3W,Kinetic,Model-7,339817,30,123,2025-01-20
24566,Kerala,District-8,2W,Bajaj,Model-9,108231,59,129,2023-04-16
24567,Delhi,District-48,3W,Mahindra,Model-20,243210,59,136,2024-02-18
24568,Karnataka,District-49,2W,Ather,Model-2,154495,12,121,2023-06-06
24569,Tamil Nadu,District-47,2W,Ola Electric,Model-5,113195,10,237,2024-06-14
24570,Tamil Nadu,District-14,2W,TVS,Model-6,117144,56,354,2024-06-18
24571,Telangana,District-7,2W,TVS,Model-10,104401,19,506,2023-05-16
24572,Delhi,District-6,4W,MG,Model-10,1665392,35,103,2024-03-23
24573,Maharashtra,District-1,Bus,Tata Motors,Model-11,5132008,14,518,2023-06-26
24574,Rajasthan,District-35,3W,Mahindra,Model-18,274360,19,114,2024-11-25
24575,Tamil Nadu,District-20,2W,Bajaj,Model-16,123329,51,520,2023-07-02
